house_count,kfs,url,price,cj_count,name,location,year,coordinate,build_type,wy,build_count
407户,四川省力博建设有限公司,http://chunxiyuan028.fang.com/2/,17715,5套,春熙苑二期,建设北路三段289号,2000年建成,,板楼,成都好日子物业管理公司,3栋
478户,四川省银河投资集团有限公司,http://xijianghepan.fang.com/,8569,0套,东韵雅园,西河镇成洛大道（成洛路西南食品城旁）,2016年建成,,板塔结合,成都恒联物业管理有限公司,3栋
856户,成都德商置业有限公司,http://jinsha10niands.fang.com/,19372,62套,德商金沙10年,滨河路131号,2013年建成,,塔楼,成都德商物业管理有限公司,5栋
280户,成都高频房地产开发有限公司,http://esysjhy.fang.com/5/,18683,1套,二十一世纪花园五期,苏坡东路27号,2005年建成,,板楼,小区物业,4栋
108户,成都江凯置业有限公司,http://chuntianhuayidc.fang.com/,7950,0套,道诚春天华逸,青白江同华大道1151号,2013年建成,,板塔结合,成都江凯置业有限公司,1栋
220户,圣沅房产,http://chengduhouhuayuan.fang.com/2/,13835,0套,成都后花园二期别墅,国宁东路991号,2010年建成,,"独栋,叠拼",成都圣沅物业,27栋
201户,成都华信大足房地产开发有限公司,http://dongshanchuanshijiabao.fang.com/,23355,3套,东山传世家宝,金杏路68号,2011年建成,,"联排,双拼",四川华怡科尔酒店物业管理公司,51栋
330户,四川德坤实业有限公司,http://dekuntianyuan.fang.com/,8102,5套,德坤恬园,金府路中段(金府路与府通路交口),2010年建成,,板楼,汇德物业,8栋
126户,成都市志成房地产公司,http://dongluyijingbieshu.fang.com/,14767,0套,东麓驿境别墅,龙泉公园路一段258号,2011年建成,,联排,成都康禾物业有限公司,28栋
388户,四川瑞升实业集团有限公司,http://dongchenruijing028.fang.com/,12761,5套,东辰瑞景,建设北路三段185号,2006年建成,,板楼,小区物业,2栋
1043户,成都市大丰房地产开发有限公司,http://beixinrunyuan028.fang.com/,11372,3套,北新润苑一期,新都区詹家湾路2号,2011年建成,,板楼,成都恒德物业服务有限公司,7栋
400户,成都瑞耀置业有限公司,http://dongshengguorui.fang.com/,11106,7套,东升国瑞,荷塘北街189号,2007年建成,,板楼,昌兴物业管理有限公司,6栋
162户,"成都其士房地产发展有限公司 , 成都圣华房地产开发有限公司",http://banshanaimashi.fang.com/esf/,16839,0套,半山艾马仕,麓山大道381号(麓山大道入口处左侧),2014-06-01,,"独栋,联排,双拼,叠拼",第一太平戴维斯顾问,32栋
1725户,中房集团成都房地产开发有限公司,http://jinshahaitangzf.fang.com/,21011,186套,中房金沙海棠,蜀鑫东路88号,2012年建成,,板楼,中房物业管理,8栋
1051户,新加坡盛吉立地产有限公司,http://zhuojincheng.fang.com/4/,19894,67套,卓锦城四期,枫香街253号,2010年建成,,塔楼,成都勤信物业管理公司,5栋
448户,"
										,
									",http://baihuajiaoshiyuan.fang.com/,20347,9套,百花教师苑,大石西路54号,2000年建成,,板楼,小区物业,5栋
198户,"
										,
									",http://yuandingxiaoqu028.fang.com/,6655,0套,园丁小区,鱼凫路480号,2005年建成,,板楼,小区物业,6栋
666户,成都市龙光房地产有限公司,http://douhuiluyuan.fang.com/,17380,16套,都会路苑,都会路6号（火车南站地铁B出口50米处）,2010年建成,,板塔结合,小区物业,3栋
912户,成都武海置业有限公司,http://zhonghuamingyuand.fang.com/3/,18195,90套,中华名园三期D区,顺和横街29号,2010年建成,,板楼,成都创艺物业管理公司,4栋
936户,"
										,
									",http://bailianxiaoqu.fang.com/,11096,1套,白莲小区,成华区熊猫大道11号,2006年建成,,板塔结合,小区物管,24栋
2320户,成都宗申高科创业投资有限公司,http://sainaweizs.fang.com/2/,9492,0套,宗申赛纳维二期,龙桥路6号（双楠大道时代奥特莱斯路口左拐800米）,2014年建成,,板楼,成都红谷物业管理有限公司,53栋
876户,成都隆旺房地产开发有限公司,http://shuianliyuanyd.fang.com/,12555,2套,驿都水岸丽园,滨河北街39号,2008年建成,,板楼,小区物业,3栋
522户,成都市贝森实业有限公司,http://beisenxingyuan.fang.com/,18681,32套,贝森兴园,贝双街2号（海宁西苑旁）,2000年建成,,板楼,五大花园物管公司,11栋
412户,重庆天庆房产,http://youqushe.fang.com/,9710,20套,优取舍,锦泉街148号,2007年建成,,板楼,成都尚品物业,7栋
1348户,成都竹岛置地发展有限公司,http://yucaizhudao.fang.com/,16241,114套,育才竹岛,老成仁公路8号,2008年建成,,板塔结合,万丰创新物业公司,8栋
2180户,"
										,
									",http://daguanyuan028.fang.com/2/,13332,9套,大观苑二期,国槐街1199号,2007年建成,,板楼,小区物管,26栋
1248户,成都天之府实业有限公司,http://shidaihaotingguangchang.fang.com/,6466,0套,时代豪廷广场,望丛中路1088号,2014年建成,,板塔结合,深圳威士达物业发展有限公司成都分公司,2栋
1411户,成都兴想房地产开发有限公司,http://shengshimingcheng028.fang.com/,11358,2套,盛世名城,先驱大道7号,2014年建成,,"板楼,塔楼",兴想物业公司,7栋
1259户,四川省鑫叶房地产开发有限公司,http://dongyulongwan.fang.com/,12590,7套,东域龙湾,燃灯寺南路398号、498号,2012年建成,,板楼,四川悦华置地物业管理有限公司,6栋
1056户,中洲控股投资有限公司,http://bandaochengbangcc.fang.com/2/,27300,22套,长城半岛城邦二期,濯锦路28号,2011年建成,,板塔结合,深长城物业管理公司成都分公司,8栋
132户,单位宿舍,http://xiaoguanmiaojieshequ.fang.com/,15560,2套,小关庙街33号院,小关庙街33号,1994年建成,,板楼,小区物业,1栋
309户,"
										,
									",http://shuiyunshangcheng.fang.com/villa/,10719,1套,水韵尚城别墅,海科路东段519号（四川教育学院旁）,2009年建成,,叠拼,成都市浣花物业管理有限公司,88栋
4户,成都市金瑞发建设开发有限责任公司,http://yingbindadaoyihao.fang.com/,43555,0套,迎宾大道一号,迎宾大道1号,2004年建成,,联排,金辉物业,3栋
2315户,成都中粮锦悦置业有限公司,http://zhongliangjinyun028.fang.com/,27100,5套,中粮锦云,杉板桥路沙河锦云长滩公园内,2015年建成,,板塔结合,中粮地产集团深圳物业管理有限公司成都分公司,14栋
72户,"
										,
									",http://chengnanxingui.fang.com/,18718,2套,城南新贵,中苑巷2号（四川省中西医结合医院）,2002年建成,,板楼,小区物业,1栋
2322户,四川富临实业集团有限公司,http://chengdouaqu.fang.com/,22925,114套,成都A区,高华横街33号,2011年建成,,板楼,四川富临物业公司,6栋
1381户,四川鑫泰新实业有限公司,http://xintiandicd.fang.com/,10035,4套,成都新天地,大件路白家段19号,2010年建成,,板楼,人仁佳和物业,4栋
347户,成都市华兴房屋开发公司,http://cuiyongtiandi028.fang.com/,15990,0套,翠拥天地别墅,华府大道一段1009号,2005年建成,,联排,成都创和物业管理有限公司,97栋
221户,成都市城市建设开发有限责任公司,http://shuangchengweilaxiaozhen.fang.com/,11039,4套,双城维拉小镇,和平街369号,2006年建成,,叠拼,英联华（HK）物管,8栋
1020户,保利地产,http://linyuxibl028.fang.com/esf/,13192,0套,保利林语溪,龙港路与华盛路交汇处（龙潭水乡向北500米）,2016-07-30,,板楼,保利物业有限公司成都分公司,7栋
44户,四川置能房地产开发有限公司,http://furongyinxiangys.fang.com/,7753,0套,堰上芙蓉印象,三道堰镇水乡街,2011年建成,,"联排,独栋",四川置能房地产开发有限公司,11栋
1566户,成都市明阳房地产开发有限公司,http://xiyinshangyuan.fang.com/,13093,12套,玺印上院,北泉路188号,2006年建成,,板楼,深长城物业管理公司成都分公司,48栋
312户,成都讯利康旭置业有限公司,http://xianhuayouhuoju.fang.com/,9586,0套,鲜花优活居,新都区同心路168号,2015年建成,,塔楼,成都凯麟物业服务有限公司,1栋
656户,宝山钢铁,http://xingyanyiyuan.fang.com/,6222,0套,兴堰逸苑,彩虹大道南段313号,2009年建成,,塔楼,小区物业,12栋
601户,"
										,
									",http://xinqiaolijing.fang.com/,12013,2套,新桥丽景一期,洞子口北街6号,2004年建成,,板楼,小区物管,11栋
1085户,成都长宇实业有限公司,http://chunqiumingdi.fang.com/2/,9859,1套,春秋名邸二期,建材路460号（区检察院旁）,2011年建成,,塔楼,成都玉居物业管理有限公司,4栋
1020户,四川恒宇房地产开发有限公司,http://xichengshoujun.fang.com/,13922,11套,西城首峻,金立路9号,2009年建成,,塔楼,四川正源实业有限公司,2栋
690户,"
										,
									",http://wangjiangshuian028.fang.com/,25096,10套,望江水岸,锦江区马家沟99号,2010年建成,,塔楼,小区物业,6栋
508户,成都万泉置业发展有限公司,http://yangguanghuatingwq.fang.com/,4371,0套,万泉阳光华庭,三道堰围城路口（柏林河畔旁）,2014年建成,,板楼,成都力成物业管理有限公司,7栋
1960户,成都兴旭和房地产开发有限公司,http://binfensxs.fang.com/,17604,16套,神仙树缤纷,新义西街96号,2015年建成,,塔楼,成都佳祥物业管理有限公司,5栋
552户,成都仁和后花园置业有限公司,http://xiangxieguangchangrh.fang.com/,16180,0套,仁和香榭广场,迎宾大道166号（地铁2号线迎宾大道C出口旁）,2015年建成,,塔楼,四川铭瑞物业管理有限公司,2栋
2808户,成都天合汇星置业有限公司,http://kaixuangongguanrc.fang.com/esf/,13504,1套,融创凯旋公馆,新成彭路大天路出口左侧 （博雅新城旁）,2015-09-01,,塔楼,成都凯旋物业服务有限责任公司,6栋
1008户,成都懋源置业有限公司,http://qicaihuadu.fang.com/3/,12235,19套,七彩花都三期,花都大道西段588号,2013年建成,,板楼,成都仁和春天物业管理有限公司,5栋
1549户,成都翔龙房地产有限公司,http://chengzhonghuira.fang.com/,18174,0套,瑞安城中汇,解放路一段126号（国美电器对面）,2015年建成,,塔楼,第一太平戴维斯物业顾问（成都）有限公司,7栋
541户,成都金鹏置业发展有限公司,http://wojiajun.fang.com/,10199,1套,渥嘉郡,金鹏路1号,2010年建成,,板楼,小区物业,4栋
200户,"
										,
									",http://xuefuchun.fang.com/,15500,19套,学府春,光华村街58号,2005年建成,,板楼,小区物管,3栋
77户,都江堰桥都地产,http://978510.fang.com/,11752,0套,宁江大院,蒲阳路496号,2014年建成,,板楼,都江堰桥都物业,3栋
330户,成都市兴蓉投资有限公司,http://vcshidaicsbk.fang.com/,21906,16套,城市博客VC时代,东较场街55号,2008年建成,,塔楼,爱地阳光物业有限公司,1栋
330户,"
										,
									",http://qingxilu.fang.com/,14106,7套,青西路7号院,青西路7号（白果林小学附近）,2000年建成,,板楼,小区物业,5栋
350户,成都长海实业有限公司,http://shuxiangxiuzhu.fang.com/,8786,6套,书香秀筑,学府路北段28号,2008年建成,,板楼,成都市和谐物业管理有限公司,2栋
1040户,成都市浩源房地产实业有限责任公司,http://nanqiaoshichuang.fang.com/,17001,35套,南桥视窗,锦里东路18号,2006年建成,,板楼,鸿源星物业管理有限公司,1栋
1902户,"国嘉地产 , 锦江统建办 , 四川德丰投资",http://shaheyihao.fang.com/,20954,90套,沙河壹号一期,静沙南路18号,2011年建成,,塔楼,成都锦东不动产投资管理有限公司,8栋
356户,成都中源实业有限公司,http://shuangnanrongyu.fang.com/,19300,9套,双楠融域,栖霞路1号（外双楠农贸市场对面）,2007年建成,,板楼,戴德梁行,5栋
880户,四川名品佳实业有限公司,http://shangjincheng028.fang.com/,15409,26套,尚锦城,田家巷15号,2007年建成,,塔楼,小区物管,3栋
1350户,双流东升房地产有限责任公司,http://shidaijincheng.fang.com/,13050,33套,时代锦城,藏卫路南二段699号,2011年建成,,塔楼,四川申安物业有限公司,7栋
1477户,成都华翊龙房地产开发有限公司,http://luzhouguojijf.fang.com/,24785,3套,建发鹭洲国际,高新区天府二街与富华北路交汇处,2016年建成,,塔楼,怡家园物业管理有限公司,5栋
408户,成都建设发展股份有限公司,http://sijixiangxie028.fang.com/,13866,26套,四季香榭,交大路209号,2004年建成,,板楼,成都春雨物业管理公司,7栋
468户,"
										,
									",http://jinkeyuan028.fang.com/,10942,2套,金科苑二区,金科苑中街54号,2007年建成,,板楼,小区物业,12栋
626户,成都金富兴置业有限公司,http://jiananmeidi.fang.com/,16745,8套,嘉楠美地,武青北路5号（元元大酒店对面）,2012年建成,,塔楼,四川中瑞经纪有限公司,3栋
684户,四川华银达实业有限公司,http://jiameidi.fang.com/,19141,36套,嘉美地,剑南大道南段元华路1188号,2012年建成,,板塔结合,双流现代物业管理公司,4栋
288户,"
										,
									",http://jiaodadongyuan.fang.com/,14332,11套,交大东园,群星路13号,2001年建成,,板楼,交大智能物业管理有限责任公司,9栋
1480户,成都市海川综合开发有限公司,http://haichuanguoji.fang.com/,6519,0套,海川国际,龙都南路3号,2005年建成,,板楼,名园物业管理公司,2栋
2082户,成都通和置业有限公司,http://bieyangchenghyc.fang.com/,10841,33套,花样年别样城,花样年大道1号,2005年建成,,板楼,深圳花样年物业管理有限公司,49栋
472户,四川关家房地产开发有限公司,http://hengfuyuan028.fang.com/,14045,11套,恒福苑,泰宏街95号,2006年建成,,板楼,成都顺兴物业管理公司,5栋
900户,海亮地产,http://yuejinshahl.fang.com/,22318,0套,海亮樾金沙,蜀鑫路与清波路交汇处,2015年建成,,板塔结合,海亮物业,4栋
939户,四川华宇业昊房地产开发有限公司,http://huayujingyuan028.fang.com/,18858,23套,华宇静苑,聚荟街436号（华宇·楠苑旁）,2014年建成,,板楼,重庆华宇物业管理有限公司成都分公司,8栋
310户,四川置都房产,http://jinzhen.fang.com/newhouse/,12147,3套,锦镇,藏卫路北一段155号,2006年建成,,塔楼,四川置都物业服务有限公司,12栋
460户,四川汇创房地产有限公司,http://xinguigongguanhr.fang.com/,20909,34套,汇融新贵公馆,武阳大道二段盛丰路555号（双楠忆景对面）,2013年建成,,塔楼,汇融物管公司,3栋
258户,四川三友房地产开发有限公司,http://huachaoyueying.fang.com/,15065,6套,花朝月盈,长久巷59号,2005年建成,,板楼,四川三友物业管理有限公司,6栋
522户,成都汇祥置业有限责任公司,http://huananbandaohx028.fang.com/,8525,0套,汇祥华楠半岛别墅,花源镇花园街（牧马山上花源中学旁 ）,2012年建成,,联排,成都每日华楠物业管理有限公司,23栋
742户,华润置地金牛有限公司,http://yinxinghuatinghr.fang.com/,20206,0套,华润银杏华庭,五福桥东路6号,2012年建成,,板塔结合,成都华润置地物业管理有限公司,6栋
1280户,华润置地（成都）发展有限公司,http://ershisichenghr.fang.com/5/,25753,43套,华润二十四城五期,成华双福二路66号,2014年建成,,塔楼,华润物业管理公司,5栋
378户,"
										,
									",http://jinyujie72haoyuan.fang.com/,13360,12套,金鱼街72号院,金鱼街72号,1999年建成,,板楼,小区物业,2栋
306户,四川恒兴置业发展有限公司,http://xiangjianganhx.fang.com/,14125,0套,恒兴香江岸,王贾大道22号,2007年建成,,塔楼,哲芳物业,1栋
1024户,成都宜合投资有限公司,http://hongxingguoji028.fang.com/,28539,42套,红星国际,锦江区庆云南街69号,2012年建成,,塔楼,成都新闻物业有限公司,3栋
256户,成都祥和实业有限公司,http://dongfangyuanjn.fang.com/,14817,4套,金牛东方苑,金牛蜀汉路333号,2002年建成,,塔楼,东方物业,2栋
415户,成都汇晨投资发展有限责任公司,http://jinshayuyuan.fang.com/,19738,37套,金沙御苑,黄苑街117号(金沙遗址公园旁),2013年建成,,板塔结合,成都和诚梵景物业有限公司,5栋
2750户,四川省国嘉地产有限公司,http://jinxianghuayuan028.fang.com/,17066,15套,金象花园,晨辉东路2号,2002年建成,,板楼,英联华（香港）物业管理顾问有限公司,30栋
147户,"
										,
									",http://hangtiannanqu.fang.com/,7963,0套,航天南区,龙泉驿区星光中路,2000年建成,,板楼,小区物业,6栋
656户,成都和谐房地产,http://nanyuanjjhy.fang.com/2/,14649,35套,金桔花园二期南苑,长庆路10号,2006年建成,,板楼,成都华居物业管理有限公司,6栋
378户,中房集团成都房地产开发总公司,http://jinqingyuan.fang.com/,16379,26套,锦青苑,同德街2号（黄忠公园旁）,2002年建成,,板楼,成都金房物业服务有限公司,8栋
1301户,成都华宇业瑞地产开发有限公司,http://yangguangshangzuohy.fang.com/,17615,23套,华宇阳光尚座,东荆路988号（距离川陕立交约400米）,2012年建成,,塔楼,华宇物业管理公司,6栋
444户,成都市共发实业有限责任公司,http://jinshayujing.fang.com/,17959,45套,金沙愉景一期,清波路390号,2007年建成,,板楼,成都亿新物业管理有限公司,10栋
272户,四川安荣实业有限公司,http://jinlihuaxiang.fang.com/,2345,0套,金丽花香,环城路西南段47号（唐太路与新民环路西南段交叉）,2008年建成,,板楼,郫县新民场镇金丽花香建设管理办公室,14栋
1090户,精城企业,http://jingchengmingdian.fang.com/,8723,16套,精城名典,安民街37号,2006年建成,,板楼,成都鸿宇物业管理有限公司,9栋
108户,成都元亨房地产开发有限责任公司,http://jingangwanhuayuan.fang.com/,15932,0套,金港湾花园,蜀光路17号,2003年建成,,板楼,金港物业,4栋
416户,四川华建房地产开发有限公司,http://huayishangjin.fang.com/,17359,2套,华宜上锦,剑南大道南段866号,2014年建成,,塔楼,四川百惠物业管理公司,1栋
373户,"
										,
									",http://junlintianxia028.fang.com/,14492,9套,君临天下,金粮路666号,2004年建成,,双拼,成都金犀建设有限公司,185栋
420户,"
										,
									",http://jiaotongxiangxiaoqu.fang.com/,14355,6套,交通巷小区,交通巷36号,2000年建成,,板楼,小区物业,4栋
468户,国一集团,http://jianqiaolijing.fang.com/,10044,14套,剑桥丽景,航天南路83号,2006年建成,,板楼,中信物业,12栋
596户,置信地产,http://jinshayuan028.fang.com/2/,20878,43套,金沙园二期,青羊大道209号,2004年建成,,板楼,和盟物业,10栋
225户,成都江南房地产开发有限公司,http://jiangnanan028.fang.com/,15523,8套,江南岸,益州大道北段7号,2001年建成,,板楼,小区物业,1栋
637户,四川朝阳房地产开发有限责任公司,http://jinchenglijing028.fang.com/,17554,41套,金城丽景,银沙南街28号,2004年建成,,板楼,中铁二院（成都）建设发展有限公司,7栋
410户,成都中铁二局宏源房地产综合开发有限公司,http://hongyuanxinju.fang.com/,14618,11套,宏源新居,银沙北街2号,2003年建成,,板楼,中铁二局物业管理公司,10栋
873户,成都星宇房地产开发有限责任公司,http://jinlihuating.fang.com/,13985,6套,锦丽华庭,长城路二段399号,2012年建成,,板楼,锦丽园物业有限公司,4栋
407户,四川港亨房屋开发有限责任公司,http://jinyugangwan.fang.com/,16367,27套,金域港湾,羊西线蜀汉路349号,2006年建成,,板楼,金港物业,3栋
