,bus_name,bus_type,bus_time,bus_cost,bus_company,bus_update,bus_length,line_x,sites_x_list,line_y,sites_y_list
1014,成都1014路公交车路线,社区巴士,运行时间：川师西环线北--川师西环线北(单循环)07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都1014路公交车路线(川师西环线北—川师西环线北)共 12 站,"['川师西环线北', '菱窠路西', '菱窠路', '菱窠路东', '菱窠路锦绣大道口', '锦绣大道菱窠东路口', '锦绣大道菱窠路口', '川师南大门', '菱安路南', '菱安路中', '川师大附中', '川师西环线北']",[],[]
1015,成都1015路公交车路线,社区巴士,运行时间：通盈街东--通盈街东(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-03,[],成都1015路公交车路线(通盈街东—通盈街东)共 16 站,"['通盈街东', '牛沙路', '牛沙路汇泉南路口', '汇泉南路', '通盈街西', '二环莲桂东路口', '二环牛市口', '双桥子南', '通汇街', '汇源北路通汇街口', '汇源北路中', '通源街', '汇泉南路北', '通宝街', '汇源南路', '通盈街东']",[],[]
1016,成都1016路公交车路线,社区巴士,运行时间：群星路口--群星路口(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都1016路公交车路线(群星路口—群星路口)共 19 站,"['群星路口', '群星路', '西南交大九里校区', '交桂路东', '交桂路', '星河路西', '星河路中', '星辰路', '长青路', '长青北路', '长和路', '新泉路', '长和路口', '星汉路九里堤西路口', '星汉路星河路口', '星汉路', '星科路', '九里堤北路', '群星路口']",[],[]
1017,成都1017路公交车路线,社区巴士,运行时间：中和镇公交站--中和镇公交站(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都1017路公交车路线(中和镇公交站—中和镇公交站)共 21 站,"['中和镇公交站', '中和镇玉屏房产', '仁和路', '公济桥路东', '公济桥路中', '公济桥路西', '府河路西', '府河路东', '中和中街北', '中和下街', '成华街', '新下街', '中和二街和美路口', '中和二街', '中和大道三段东', '中柏大道中', '中胜路西', '中柏路中', '中柏路北', '朝阳路', '中和镇公交站']",[],[]
1018,成都1018路公交车路线,社区巴士,运行时间：北顺西巷--北顺西巷(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都1018路公交车路线(北顺西巷—北顺西巷)共 12 站,"['北顺西巷', '北顺街', '北顺街东', '净居寺南街', '净居寺', '观音桥街东', '观音桥街', '东光街东', '东光街中', '东光街西', '成仁路口', '北顺西巷']",[],[]
1019,成都1019路公交车路线,社区巴士,运行时间：龙嘴路西--龙嘴路西(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都1019路公交车路线(龙嘴路西—龙嘴路西)共 19 站,"['龙嘴路西', '三环羊犀立交南内侧', '三环路羊犀立交桥东', '同怡路蜀汉路口', '同怡路', '黄忠西街', '星河街西', '星河街中', '黄忠街', '同和路蜀汉路口', '黄忠小区', '黄苑街东', '黄苑街黄忠路口', '黄苑街西', '黄苑街', '蜀辉路北', '蜀辉路龙嘴路口', '龙嘴路', '龙嘴路西']",[],[]
102,成都102路公交车路线,常规线路,运行时间：新会展中心公交站--牛王庙公交站 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-03,[],成都102路公交车路线(新会展中心公交站—牛王庙公交站)共 23 站,"['新会展中心公交站', '天府软件园东侧', '天华路', '新会展中心南侧', '新会展中心东侧', '新会展北侧世纪城路口', '世纪城东路', '科华南路锦悦东路', '科华南路锦城大道口', '污水处理厂', '科华南路府城大道口', '濯锦北路', '科华南路北', '火车南站东路口', '科华中路南', '桂溪公交站', '科华路二环路口', '章灵寺', '磨子村', '磨子桥', '红瓦寺', '九眼桥北', '牛王庙公交站']",成都102路公交车路线(牛王庙公交站—新会展中心公交站)共 24 站,"['牛王庙公交站', '九眼桥北', '九眼桥南', '红瓦寺', '磨子桥', '磨子村', '章灵寺', '科华中路', '桂溪公交站', '科华中路南', '火车南站东路口', '科华南路北', '濯锦北路', '科华南路府城大道口', '污水处理厂', '科华南路中', '科华南路锦悦东路', '世纪城东路', '新会展北侧世纪城路口', '新会展中心东侧', '新会展中心南侧', '天华路', '天府软件园东侧', '新会展中心公交站']"
1020,成都1020路公交车路线,社区巴士,运行时间：泰宏路--泰宏路(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-03,[],成都1020路公交车路线(泰宏路—泰宏路)共 15 站,"['泰宏路', '泰宏路北', '泰宏街', '泰兴路三友路口', '泰兴路', '泰安街', '华油巷', '华油路', '府青路一环路立交桥', '三友路一环路口', '三友巷', '泰宏路南', '梁家巷', '平福路', '泰宏路']",[],[]
1021,成都1021路公交车路线,社区巴士,运行时间：文德路--文德路(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都1021路公交车路线(文德路—文德路)共 17 站,"['文德路', '建设北路三段东', '建设北路三段', '厂北路口', '二环桃蹊路口', '桃蹊路西', '怡福路南', '怡福路中', '怡福路北', '新风路', '文德路南', '文德路招呼站', '文德路西', '文德路桃蹊路口', '文德路中', '文德路东', '文德路']",[],[]
1022,成都1022路公交车路线,社区巴士,运行时间：致民路--致民路(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都1022路公交车路线(致民路—致民路)共 17 站,"['致民路', '致民路丝竹路口', '致民路东', '九眼桥南', '新生路东', '新生路西', '十二南街', '十二中街', '致民路中', '致民路西', '红星路四段', '东升街', '红石柱横街', '镋钯街', '青莲上街', '青莲下街', '致民路']",[],[]
1023,成都1023路公交车路线,社区巴士,运行时间：紫瑞北街--紫瑞北街(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都1023路公交车路线(紫瑞北街—紫瑞北街)共 13 站,"['紫瑞北街', '紫瑞北街北', '紫荆西路西', '神仙树北路南', '神仙树北路', '二环神仙树路口', '紫荆北路', '紫荆东路西', '紫竹南一街', '紫薇东路', '紫薇东路西', '紫瑞北街南', '紫瑞北街']",[],[]
1024,成都1024路公交车路线,社区巴士,运行时间：百卉路口--百卉路口(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都1024路公交车路线(百卉路口—百卉路口)共 15 站,"['百卉路口', '浣花滨河路东', '浣花南路', '草堂路东', '草堂路', '杜甫草堂博物馆', '草堂路西', '杜甫草堂', '送仙桥', '浣花北路北', '省医院', '青羊宫', '望仙场街', '锦绣桥滨河路', '百卉路口']",[],[]
1025,成都1025路公交车路线,社区巴士,运行时间：公行道南--公行道南(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都1025路公交车路线(公行道南—公行道南)共 14 站,"['公行道南', '公行道', '公行道北', '黉门后街', '浆洗街', '电信南街', '电信路南', '电信路北', '国学巷', '小天竺街西', '华西坝', '人民南路三段中', '金陵横路', '公行道南']",[],[]
1026,成都1026路公交车路线,社区巴士,运行时间：双成五路北--双成五路北(单循环) 06:30-23:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都1026路公交车路线(双成五路北—双成五路北)共 17 站,"['双成五路北', '长天路北', '长天路中', '长天路南', '竞成路', '五桂桥北路中', '五桂桥北路南', '塔子山公园', '双成二路南', '地铁双桥路站', '二环万年场', '万年场', '双成二路北', '双福三路西', '双福三路中', '双福三路东', '双成五路北']",[],[]
1027,成都1027路公交车路线,社区巴士,运行时间：董家湾南街中--董家湾南街中(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都1027路公交车路线(董家湾南街中—董家湾南街中)共 18 站,"['董家湾南街中', '长益西二路中', '核桃堰路北', '长益路川藏路口', '佳灵路高新路口', '董家湾北街', '董家湾北街口', '长城西一路', '二环董家湾北街口', '红牌楼东', '丽都路东', '丽都路', '丽都路西', '科园三路', '高朋西路', '高朋公交站', '董家湾南街口', '董家湾南街中']",[],[]
1028,成都1028路公交车路线,社区巴士,运行时间：双丰西路--双丰西路(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-03,[],成都1028路公交车路线(双丰西路—双丰西路)共 19 站,"['双丰西路', '双丰路中', '龙华南路', '龙华北路', '龙祥路', '龙祥路西', '龙安街西', '龙安街东', '大华街西', '大华街', '大华街东', '置信路二环路口', '置信路东', '云影路', '云霞路', '云霞路武侯大道口', '双丰路', '双丰中路中环路口', '双丰西路']",[],[]
1029,成都1029路公交车路线,社区巴士,运行时间：营康西路中--营康西路中(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都1029路公交车路线(营康西路中—营康西路中)共 16 站,"['营康西路中', '营康西路', '蜀通街', '同善街', '同善桥南街', '双清北路', '双清中路', '锦西路东', '锦西路西', '金沙遗址东门', '黄忠小区', '一品天下大街', '一品天下大街中', '一品天下大街口', '营康西路蜀蓉路口', '营康西路中']",[],[]
103,成都103路公交车路线,常规线路,运行时间：荷花池公交站--林湾公交站 荷花池公交站06:10-20:00 林湾公交站06:20-20:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都103路公交车路线(荷花池公交站—林湾公交站)共 34 站,"['荷花池公交站', '荷花池', '北站东二路', '豆腐堰', '站北路', '五块石客运站', '五块石', '五块石电器市场', '邓家湾', '五福综合市场', '福源路', '政通路', '新成彭路口', '泉水西路口', '泉水路口', '汇泽路', '灵润路', '陆家村七组', '陆家村六组', '陆家村五组', '陆家村三组', '古柏五组', '成彭路东风渠', '土柏路成彭路口', '土柏路中', '土柏路', '土柏路正义路口', '成都看守所', '方碑村五队', '御景路西', '御景路中', '安靖镇', '高桥村', '林湾公交站']",成都103路公交车路线(林湾公交站—荷花池公交站)共 32 站,"['林湾公交站', '高桥村', '安靖镇', '御景路中', '御景路西', '方碑村五队', '土柏路正义路口', '土柏路', '土柏路中', '土柏路成彭路口', '成彭路东风渠', '古柏五组', '陆家村三组', '陆家村五组', '陆家村六组', '陆家村七组', '灵润路', '汇泽路', '泉水路口', '洞子口商贸大道口', '泉水西路口', '新成彭路口', '政通路', '福源路', '五福综合市场', '邓家湾', '五块石', '五块石客运站', '站北路', '豆腐堰', '北站东二路', '荷花池公交站']"
1030,成都1030路公交车路线,社区巴士,运行时间：荆翠西路东--荆翠西路东(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都1030路公交车路线(荆翠西路东—荆翠西路东)共 12 站,"['荆翠西路东', '荆翠南二街', '荆竹西路东', '地铁动物园站', '动物园', '川陕路口', '荆竹村', '荆竹坝路', '荆竹西路中', '荆翠南三路', '凤凰公交站', '荆翠西路东']",[],[]
1031,成都1031路公交车路线,社区巴士,运行时间：草堂北支路东--草堂北支路东(单循环) 07:00-21:00,票价信息：无人售票 主动刷卡(次数卡免费) 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都1031路公交车路线(草堂北支路东—草堂北支路东)共 13 站,"['草堂北支路东', '牧电路西', '牧电路中', '牧电路东', '清江东路', '省医院', '青羊宫', '送仙桥', '杜甫草堂', '青华路西', '二环光华村街口', '草堂北支路中', '草堂北支路东']",[],[]
